564
10
4236
2353
0 1 1 34 48  3 (D 0,1,1) (S 12,19,19) (D 0,1,1)
0 1 2 34 67  8 (D 0,1,1) (S 18,12,16) (S 19,13,14) (S 9,14,14) (S 29,8,14) (S 20,14,18) (S 11,18,18) (D 0,1,1)
0 1 3 31 58  6 (D 0,1,1) (S 6,7,7) (S 24,13,17) (S 23,16,17) (S 26,12,11) (D 0,1,1)
0 1 4 43 62  7 (D 0,1,1) (S 40,15,21) (S 37,21,24) (S 25,24,21) (S 13,21,21) (S 39,15,20) (D 0,1,1)
0 1 5 28 38  6 (D 0,1,1) (S 30,1,11) (S 8,11,11) (S 5,6,6) (S 27,6,5) (D 0,1,1)
0 1 6 20 36  5 (D 0,1,1) (S 7,9,9) (S 35,9,19) (S 31,20,15) (D 0,1,1)
0 1 7 38 61  6 (D 0,1,1) (S 33,1,19) (S 28,20,21) (S 14,22,22) (S 21,23,24) (D 0,1,1)
0 1 8 45 63  8 (D 0,1,1) (S 2,3,3) (S 17,3,10) (S 38,10,2) (S 36,2,4) (S 3,4,4) (S 1,2,2) (D 0,1,1)
0 1 9 42 62  4 (D 0,1,1) (S 22,6,11) (S 4,5,5) (D 0,1,1)
0 1 10 43 69  7 (D 0,1,1) (S 15,6,12) (S 32,12,17) (S 10,17,17) (S 34,16,15) (S 16,1,20) (D 0,1,1)
