39398
23
18471
9107
0 1 1 1409 2070  8 (D 0,1,1) (S 21,9,16) (S 87,9,8) (S 30,15,16) (S 31,16,28) (S 49,27,28) (S 51,28,41) (D 0,1,1)
0 1 2 1432 1989  7 (D 0,1,1) (S 67,37,38) (S 71,38,51) (S 74,40,41) (S 77,41,53) (S 76,40,53) (D 0,1,1)
0 1 3 1417 1896  5 (D 0,1,1) (S 46,25,38) (S 69,38,39) (S 73,39,51) (D 0,1,1)
0 1 4 1404 1868  6 (D 0,1,1) (S 63,35,36) (S 66,36,49) (S 42,23,24) (S 44,24,37) (D 0,1,1)
0 1 5 1455 1910  7 (D 0,1,1) (S 17,5,6) (S 20,7,25) (S 92,25,24) (S 45,24,38) (S 3,25,25) (D 0,1,1)
0 1 6 1453 1921  9 (D 0,1,1) (S 90,20,21) (S 91,21,22) (S 70,38,50) (S 83,50,51) (S 84,51,52) (S 85,52,53) (S 94,40,26) (D 0,1,1)
0 1 7 1389 1796  5 (D 0,1,1) (S 18,5,14) (S 64,36,37) (S 68,37,49) (D 0,1,1)
0 1 8 1470 1902  6 (D 0,1,1) (S 16,4,5) (S 86,7,8) (S 48,26,39) (S 8,39,39) (D 0,1,1)
0 1 9 1363 1663  7 (D 0,1,1) (S 59,33,34) (S 62,34,46) (S 95,46,45) (S 9,45,45) (S 6,33,33) (D 0,1,1)
0 1 10 1375 1883  8 (D 0,1,1) (S 35,19,20) (S 47,26,27) (S 50,27,40) (S 72,39,40) (S 75,40,52) (S 10,50,50) (D 0,1,1)
0 1 11 1417 1684  5 (D 0,1,1) (S 28,13,20) (S 37,20,32) (S 58,32,44) (D 0,1,1)
0 1 12 1361 1728  5 (D 0,1,1) (S 26,12,13) (S 40,22,23) (S 43,23,36) (D 0,1,1)
0 1 13 1408 1738  7 (D 0,1,1) (S 36,19,31) (S 39,21,34) (S 61,34,35) (S 7,35,35) (S 60,33,45) (D 0,1,1)
0 1 14 1375 1800  11 (D 0,1,1) (S 34,18,19) (S 80,44,45) (S 81,46,47) (S 96,47,48) (S 82,48,49) (S 97,49,50) (S 98,50,49) (S 65,36,48) (S 93,35,22) (D 0,1,1)
0 1 15 1350 1723  5 (D 0,1,1) (S 29,14,22) (S 41,22,36) (S 27,12,19) (D 0,1,1)
0 1 16 1430 1654  7 (D 0,1,1) (S 24,11,18) (S 54,30,31) (S 5,32,32) (S 57,32,33) (S 38,20,33) (D 0,1,1)
0 1 17 1242 1384  5 (D 0,1,1) (S 33,17,29) (S 4,29,29) (S 32,17,18) (D 0,1,1)
0 1 18 1467 1650  5 (D 0,1,1) (S 23,10,17) (S 52,29,30) (S 55,30,43) (D 0,1,1)
0 1 19 1244 1422  5 (D 0,1,1) (S 14,3,4) (S 15,3,12) (S 89,12,11) (D 0,1,1)
0 1 20 1277 1595  5 (D 0,1,1) (S 13,2,3) (S 19,6,7) (S 1,6,6) (D 0,1,1)
0 1 21 899 973  4 (D 0,1,1) (S 22,10,11) (S 88,11,2) (D 0,1,1)
0 1 22 1364 1459  5 (D 0,1,1) (S 12,1,11) (S 25,11,19) (S 2,17,17) (D 0,1,1)
0 1 23 1456 1690  7 (D 0,1,1) (S 11,1,10) (S 53,29,42) (S 78,42,43) (S 79,43,44) (S 56,31,44) (D 0,1,1)
