19832
11
16767
7427
0 1 1 1468 2017  8 (D 0,1,1) (S 31,39,40) (S 32,40,41) (S 16,41,41) (S 57,35,41) (S 63,41,42) (S 58,36,30) (D 0,1,1)
0 1 2 1542 1969  8 (D 0,1,1) (S 14,32,32) (S 59,38,37) (S 13,31,31) (S 52,31,25) (S 28,31,32) (S 53,32,26) (D 0,1,1)
0 1 3 1335 1752  9 (D 0,1,1) (S 37,10,11) (S 38,11,5) (S 34,5,6) (S 35,6,5) (S 22,11,12) (S 39,12,18) (S 9,18,18) (D 0,1,1)
0 1 4 1504 1946  8 (D 0,1,1) (S 50,27,26) (S 29,32,33) (S 54,33,39) (S 62,39,38) (S 60,38,39) (S 61,39,33) (D 0,1,1)
0 1 5 1487 1792  8 (D 0,1,1) (S 7,12,12) (S 6,11,11) (S 3,4,4) (S 18,3,4) (S 20,4,10) (S 36,10,9) (D 0,1,1)
0 1 6 1399 1769  8 (D 0,1,1) (S 5,8,8) (S 1,1,1) (S 33,1,7) (S 4,7,7) (S 25,19,25) (S 12,25,25) (D 0,1,1)
0 1 7 1522 1968  9 (D 0,1,1) (S 42,16,17) (S 23,17,18) (S 24,18,24) (S 49,24,30) (S 48,23,22) (S 46,22,23) (S 27,23,29) (D 0,1,1)
0 1 8 1447 1822  9 (D 0,1,1) (S 11,22,22) (S 47,22,28) (S 51,28,34) (S 30,35,36) (S 56,35,29) (S 15,40,40) (S 55,34,33) (D 0,1,1)
0 1 9 1392 1619  6 (D 0,1,1) (S 8,14,14) (S 41,14,13) (S 40,13,19) (S 43,19,20) (D 0,1,1)
0 1 10 1408 1750  6 (D 0,1,1) (S 44,21,20) (S 17,1,2) (S 2,3,3) (S 19,3,9) (D 0,1,1)
0 1 11 1234 1428  6 (D 0,1,1) (S 10,21,21) (S 26,21,27) (S 45,22,16) (S 21,10,16) (D 0,1,1)
